date,season,neutral,playoff,team1,team2,qbelo1_pre,qbelo2_pre,qbelo_prob1,elo_prob2,elo1_post,elo2_post,score1,score2
10/27/1929,1929,0,,NYG,PRV,,,,0.393416787,1595.103,1539.304,19,0
10/27/1929,1929,0,,SIS,FYJ,,,,0.462725669,1486.764,1555.963,0,3
10/27/1929,1929,0,,PTB,BFF,,,,0.230698217,1447.402,1284.667,14,6
10/29/1929,1929,0,,PTB,TOR,,,,0.522045901,1467.862,1507.271,6,0
11/2/1929,1929,0,,FYJ,ARI,,,,0.228646052,1565.131,1400.559,8,0
11/3/1929,1929,0,,MNN,GB,,,,0.824810963,1292.39,1641.501,6,16
11/3/1929,1929,0,,SIS,TOR,,,,0.436317171,1484.821,1509.213,0,0
11/3/1929,1929,0,,CHI,NYG,,,,0.485834259,1513.454,1621.598,14,26
11/5/1929,1929,0,,BFF,NYG,,,,0.827121229,1273.315,1632.949,6,45
11/5/1929,1929,0,,SIS,PRV,,,,0.484869441,1484.36,1539.765,7,7
11/6/1929,1929,0,,PRV,ARI,,,,0.235861511,1492.036,1448.289,0,16
11/9/1929,1929,0,,FYJ,PRV,,,,0.311109215,1577.305,1479.861,7,0
11/10/1929,1929,0,,NYG,TOR,,,,0.252287026,1647.52,1494.642,22,0
11/10/1929,1929,0,,ARI,MNN,,,,0.218984018,1457.034,1283.645,8,0
11/10/1929,1929,0,,CHI,GB,,,,0.589748964,1491.853,1663.102,0,14
11/10/1929,1929,0,,PRV,FYJ,,,,0.546555426,1473.666,1583.5,6,7
11/10/1929,1929,0,,SIS,PTB,,,,0.384819767,1500.667,1451.555,14,6
11/16/1929,1929,0,,FYJ,CHI,,,,0.288694574,1593.988,1481.365,20,14
11/17/1929,1929,0,,PRV,MNN,,,,0.187243921,1478.319,1278.993,19,16
11/17/1929,1929,0,,TOR,FYJ,,,,0.549267484,1496.145,1592.486,0,0
11/17/1929,1929,0,,PTB,BFF,,,,0.19778406,1457.937,1266.933,12,7
11/17/1929,1929,0,,NYG,CHI,,,,0.209054325,1660.972,1467.913,34,0
11/17/1929,1929,0,,ARI,GB,,,,0.692546746,1442.212,1677.923,0,12
11/23/1929,1929,0,,FYJ,MNN,,,,0.101672225,1598.071,1273.408,24,0
11/24/1929,1929,0,,CHI,BFF,,,,0.177832221,1419.936,1314.91,7,19
11/24/1929,1929,0,,PRV,PTB,,,,0.37954067,1498.107,1438.149,20,6
11/24/1929,1929,0,,SIS,MNN,,,,0.156780834,1510.507,1263.567,34,0
11/24/1929,1929,0,,NYG,GB,,,,0.431289422,1629.482,1709.413,6,20
11/24/1929,1929,0,,ARI,DAY,,,,0.271376927,1457.295,1320.557,19,0
11/28/1929,1929,0,,GB,FYJ,,,,0.265981758,1702.276,1605.208,0,0
11/28/1929,1929,0,,SIS,NYG,,,,0.577057353,1488.149,1651.841,7,21
11/28/1929,1929,0,,CHI,ARI,,,,0.460305116,1381.072,1496.16,6,40
12/1/1929,1929,0,,PRV,GB,,,,0.690214257,1479.122,1721.261,0,25
12/1/1929,1929,0,,CHI,FYJ,,,,0.714238716,1387.606,1598.674,0,0
12/1/1929,1929,0,,NYG,ARI,,,,0.219198721,1657.364,1490.636,24,21
12/1/1929,1929,0,,TOR,SIS,,,,0.396469191,1506.784,1477.51,3,0
12/7/1929,1929,0,,NYG,FYJ,,,,0.329153338,1673.351,1582.687,12,0
12/8/1929,1929,0,,NYG,FYJ,,,,0.289857956,1692.115,1563.924,31,0
12/8/1929,1929,0,,CHI,GB,,,,0.824408009,1377.409,1731.458,0,25
12/8/1929,1929,0,,TOR,ARI,,,,0.385296839,1464.713,1532.707,0,26
12/15/1929,1929,0,,CHI,NYG,,,,0.808055315,1371.232,1698.292,9,14
9/14/1930,1930,0,,DET,TOR,,,,0.56413016,1392.283,1454.193,13,6
9/17/1930,1930,0,,TOR,NYG,,,,0.659278824,1431.547,1656.507,0,32
9/21/1930,1930,0,,CHI,BKN,,,,0.26097843,1408.531,1307.29,0,0
9/21/1930,1930,0,,GB,ARI,,,,0.242889724,1668.043,1511.4,14,0
9/21/1930,1930,0,,SIS,TOR,,,,0.333699287,1498.988,1419.232,12,6
9/23/1930,1930,0,,TOR,FYJ,,,,0.585568529,1402.454,1561.06,6,13
9/24/1930,1930,0,,DET,BKN,,,,0.296623404,1406.528,1293.045,12,0
9/27/1930,1930,0,,FYJ,SIS,,,,0.324868888,1570.946,1489.102,7,3
9/28/1930,1930,0,,PRV,NYG,,,,0.64503487,1467.107,1677.148,7,27
9/28/1930,1930,0,,GB,CHI,,,,0.133768531,1672.891,1403.683,7,0
9/28/1930,1930,0,,MNN,ARI,,,,0.643182197,1348.412,1507.033,7,7
9/28/1930,1930,0,,SIS,FYJ,,,,0.524221491,1521.759,1538.288,21,0
10/1/1930,1930,0,,TOR,SIS,,,,0.577520913,1404.819,1519.395,7,7
10/1/1930,1930,0,,PRV,FYJ,,,,0.508894236,1494.747,1510.648,14,0
10/4/1930,1930,0,,FYJ,TOR,,,,0.272223461,1463.373,1452.094,0,19
10/5/1930,1930,0,,PRV,TOR,,,,0.349849575,1512.811,1434.03,14,0
10/5/1930,1930,0,,DET,ARI,,,,0.550918676,1408.081,1505.48,0,0
10/5/1930,1930,0,,SIS,BKN,,,,0.157473833,1460.262,1352.177,0,20
10/5/1930,1930,0,,GB,NYG,,,,0.413463705,1689.625,1660.415,14,7
10/5/1930,1930,0,,MNN,CHI,,,,0.486002502,1316.975,1435.12,0,20
10/8/1930,1930,0,,DET,FYJ,,,,0.4860327,1441.92,1429.534,39,7
10/8/1930,1930,0,,TOR,ARI,,,,0.50928123,1408.205,1531.305,0,13
10/12/1930,1930,0,,CHI,NYG,,,,0.715598482,1421.521,1674.013,0,12
10/12/1930,1930,0,,GB,FYJ,,,,0.133382793,1696.069,1423.09,27,12
10/12/1930,1930,0,,MNN,DET,,,,0.58542184,1348.74,1410.155,13,0
10/12/1930,1930,0,,BKN,TOR,,,,0.487091123,1386.101,1374.281,32,0
10/12/1930,1930,0,,PRV,ARI,,,,0.433469359,1522.139,1521.978,9,7
10/16/1930,1930,0,,NYG,ARI,,,,0.222812004,1684.717,1511.274,25,12
10/18/1930,1930,0,,FYJ,BKN,,,,0.357301472,1395.061,1414.13,7,14
10/19/1930,1930,0,,NYG,FYJ,,,,0.114907567,1692.612,1387.167,53,0
10/19/1930,1930,0,,ARI,CHI,,,,0.2909386,1460.998,1471.797,6,32
10/19/1930,1930,0,,TOR,BKN,,,,0.463867895,1344.908,1443.503,0,14
10/19/1930,1930,0,,PRV,SIS,,,,0.325115136,1526.4,1456.001,7,6
10/19/1930,1930,0,,MNN,GB,,,,0.835513275,1341.046,1703.763,0,13
10/22/1930,1930,0,,DET,CHI,,,,0.4951676,1417.009,1464.943,7,6
10/25/1930,1930,0,,FYJ,ARI,,,,0.512706094,1354.821,1493.344,7,34
10/26/1930,1930,0,,CHI,FYJ,,,,0.267355126,1474.58,1345.184,13,7
10/26/1930,1930,0,,ARI,DET,,,,0.307126089,1507.184,1403.169,23,13
10/26/1930,1930,0,,NYG,PRV,,,,0.209000075,1704.936,1514.076,25,0
10/26/1930,1930,0,,GB,MNN,,,,0.078555514,1707.704,1337.105,19,0
10/26/1930,1930,0,,TOR,SIS,,,,0.565946717,1328.362,1472.547,0,6
10/30/1930,1930,0,,NYG,TOR,,,,0.07297225,1708.986,1324.312,34,7
11/2/1930,1930,0,,GB,DET,,,,0.106479723,1714.186,1396.687,47,13
11/2/1930,1930,0,,ARI,FYJ,,,,0.213036721,1514.699,1337.668,6,0
11/2/1930,1930,0,,PRV,BKN,,,,0.314229175,1522.283,1435.297,3,0
11/2/1930,1930,0,,NYG,SIS,,,,0.1499208,1711.883,1469.65,9,7
11/2/1930,1930,0,,CHI,MNN,,,,0.237662134,1486.067,1325.618,20,7
11/5/1930,1930,0,,DET,NYG,,,,0.808492426,1387.611,1720.959,6,19
11/8/1930,1930,0,,FYJ,PRV,,,,0.665646357,1374.822,1485.129,20,7
11/9/1930,1930,0,,PRV,FYJ,,,,0.26714658,1478.027,1381.923,7,7
11/9/1930,1930,0,,SIS,DET,,,,0.300183433,1463.556,1393.705,13,13
11/9/1930,1930,0,,CHI,GB,,,,0.718895283,1482.439,1717.814,12,13
11/9/1930,1930,0,,ARI,NYG,,,,0.692782031,1503.464,1732.194,7,13
11/9/1930,1930,0,,BKN,MNN,,,,0.267854929,1452.942,1307.973,34,0
11/15/1930,1930,0,,DET,FYJ,,,,0.391266246,1384.961,1390.667,6,7
11/16/1930,1930,0,,NYG,CHI,,,,0.140411616,1680.736,1533.897,0,12
11/16/1930,1930,0,,ARI,GB,,,,0.702603762,1534.813,1686.466,13,6
11/22/1930,1930,0,,CHI,FYJ,,,,0.231712215,1542.701,1381.864,13,6
11/23/1930,1930,0,,BKN,SIS,,,,0.422365324,1429.892,1486.606,0,6
11/23/1930,1930,0,,NYG,GB,,,,0.415521523,1697.564,1669.638,13,6
11/23/1930,1930,0,,PRV,MNN,,,,0.205367352,1486.926,1299.075,10,0
11/27/1930,1930,0,,BKN,PRV,,,,0.488538013,1459.984,1456.833,33,12
11/27/1930,1930,0,,CHI,ARI,,,,0.396617961,1557.641,1519.872,6,0
11/27/1930,1930,0,,SIS,NYG,,,,0.698507713,1496.977,1687.192,7,6
11/27/1930,1930,0,,GB,FYJ,,,,0.116013997,1675.526,1375.976,25,7
11/30/1930,1930,0,,BKN,NYG,,,,0.717834306,1470.728,1676.449,7,6
11/30/1930,1930,0,,CHI,DET,,,,0.202911456,1565.689,1376.913,14,6
11/30/1930,1930,0,,SIS,GB,,,,0.657830391,1474.631,1697.873,7,37
12/6/1930,1930,0,,FYJ,NYG,,,,0.795025979,1367.84,1684.585,6,14
12/7/1930,1930,0,,DET,MNN,,,,0.305288033,1398.478,1277.51,42,0
12/7/1930,1930,0,,BKN,NYG,,,,0.702010429,1455.996,1699.317,0,13
12/7/1930,1930,0,,CHI,GB,,,,0.595498203,1603.663,1659.899,21,0
12/14/1930,1930,0,,DET,GB,,,,0.755966244,1406.285,1652.092,6,6
9/13/1931,1931,0,,GB,CLI,,,,0.107289152,1609.12,1293.941,26,0
9/13/1931,1931,0,,DET,BKN,,,,0.454279288,1463.443,1448.078,14,0
9/18/1931,1931,0,,CHI,CLI,,,,0.122630261,1577.337,1287.38,21,0
9/20/1931,1931,0,,GB,BKN,,,,0.213962733,1621.91,1435.288,32,6
9/23/1931,1931,0,,DET,ARI,,,,0.480541476,1486.348,1492.01,13,3
9/26/1931,1931,0,,CLI,BKN,,,,0.617099902,1312.337,1410.331,6,0
9/27/1931,1931,0,,PRV,NYG,,,,0.635617055,1457.55,1649.883,6,14
9/27/1931,1931,0,,GB,CHI,,,,0.347339842,1635.67,1563.577,7,0
9/30/1931,1931,0,,DET,NYG,,,,0.638119854,1515.705,1620.526,14,6
10/2/1931,1931,0,,FYJ,BKN,,,,0.403053618,1376.048,1447.843,0,20
10/4/1931,1931,0,,PRV,FYJ,,,,0.300833217,1451.476,1382.122,0,0
10/4/1931,1931,0,,GB,NYG,,,,0.386666576,1658.387,1597.81,27,7
10/4/1931,1931,0,,SIS,BKN,,,,0.357404587,1492.259,1440.338,9,7
10/7/1931,1931,0,,DET,CLI,,,,0.175831277,1521.804,1306.238,6,0
10/10/1931,1931,0,,FYJ,PRV,,,,0.506265582,1362.945,1470.653,0,6
10/11/1931,1931,0,,CHI,NYG,,,,0.455838105,1581.072,1580.314,6,0
10/11/1931,1931,0,,BKN,SIS,,,,0.481186692,1464.876,1467.721,18,6
10/11/1931,1931,0,,GB,ARI,,,,0.208843096,1669.709,1480.688,26,7
10/15/1931,1931,0,,DET,FYJ,,,,0.216083773,1533.554,1351.194,19,0
10/18/1931,1931,0,,PRV,CLI,,,,0.210715343,1434.006,1342.885,6,13
10/18/1931,1931,0,,NYG,SIS,,,,0.264578174,1590.495,1457.539,7,0
10/18/1931,1931,0,,GB,FYJ,,,,0.099062064,1674.386,1346.516,15,0
10/18/1931,1931,0,,BKN,DET,,,,0.50529287,1435.285,1563.145,0,19
10/18/1931,1931,0,,CHI,ARI,,,,0.278477392,1594.743,1467.017,26,13
10/25/1931,1931,0,,CHI,FYJ,,,,0.141476606,1580.866,1360.394,12,13
10/25/1931,1931,0,,SIS,DET,,,,0.558172107,1434.641,1586.043,7,20
10/25/1931,1931,0,,GB,PRV,,,,0.147052468,1683.083,1425.31,48,20
10/25/1931,1931,0,,NYG,BKN,,,,0.219663114,1603.803,1421.978,27,0
10/31/1931,1931,0,,FYJ,DET,,,,0.716013025,1346.06,1600.377,0,14
11/1/1931,1931,0,,SIS,PRV,,,,0.394631814,1431.428,1428.523,7,7
11/1/1931,1931,0,,NYG,DET,,,,0.402780801,1624.96,1579.22,14,0
11/1/1931,1931,0,,CHI,GB,,,,0.553355648,1566.728,1697.22,2,6
11/1/1931,1931,0,,BKN,ARI,,,,0.471305376,1399.789,1489.206,7,14
11/4/1931,1931,0,,SIS,BKN,,,,0.364404277,1449.852,1381.365,13,0
11/8/1931,1931,0,,NYG,FYJ,,,,0.121356416,1630.499,1340.52,13,0
11/8/1931,1931,0,,GB,SIS,,,,0.142078272,1705.421,1441.651,26,0
11/8/1931,1931,0,,PRV,BKN,,,,0.343974226,1442.135,1367.753,7,0
11/8/1931,1931,0,,CLI,ARI,,,,0.614938998,1326.567,1505.524,6,14
11/8/1931,1931,0,,CHI,DET,,,,0.425005016,1578.237,1567.711,9,6
11/11/1931,1931,0,,DET,SIS,,,,0.249771792,1572.761,1436.602,14,12
11/15/1931,1931,0,,DET,CLI,,,,0.142904023,1578.262,1321.065,14,6
11/15/1931,1931,0,,PRV,SIS,,,,0.399866693,1457.214,1421.523,6,0
11/15/1931,1931,0,,NYG,CHI,,,,0.337374959,1603.259,1605.477,6,12
11/15/1931,1931,0,,ARI,GB,,,,0.684931672,1537.59,1673.356,21,13
11/21/1931,1931,0,,PRV,CLI,,,,0.239047853,1465.737,1312.541,13,7
11/22/1931,1931,0,,ARI,DET,,,,0.465046301,1543.966,1571.886,20,19
11/22/1931,1931,0,,NYG,GB,,,,0.507334646,1587.437,1689.178,10,14
11/22/1931,1931,0,,SIS,CLI,,,,0.2686425,1432.988,1301.076,16,7
11/22/1931,1931,0,,BKN,CHI,,,,0.729932329,1351.247,1621.983,0,26
11/26/1931,1931,0,,SIS,NYG,,,,0.625956747,1451.079,1569.347,9,6
11/26/1931,1931,0,,PRV,GB,,,,0.713421459,1447.208,1707.708,7,38
11/26/1931,1931,0,,CHI,ARI,,,,0.30506954,1636.219,1529.73,18,7
11/28/1931,1931,0,,ARI,CLI,,,,0.155722151,1538.223,1292.583,21,0
11/29/1931,1931,0,,DET,CHI,,,,0.499040111,1585.718,1622.387,3,0
11/29/1931,1931,0,,NYG,PRV,,,,0.254025137,1561.845,1454.71,0,0
11/29/1931,1931,0,,BKN,GB,,,,0.842610924,1345.467,1713.487,0,7
12/6/1931,1931,0,,BKN,NYG,,,,0.705037303,1330.901,1576.411,6,19
12/6/1931,1931,0,,CHI,GB,,,,0.537490423,1629.927,1705.947,7,6
12/13/1931,1931,0,,CHI,NYG,,,,0.335763117,1587.864,1618.475,6,25
9/18/1932,1932,0,,GB,ARI,,,,0.265449386,1649.762,1516.352,15,7
9/25/1932,1932,0,,SIS,BKN,,,,0.302511579,1437.996,1419.99,0,7
9/25/1932,1932,0,,DET,NYG,,,,0.438202472,1576.686,1562.776,7,0
9/25/1932,1932,0,,GB,CHI,,,,0.291216557,1643.394,1566.61,0,0
10/2/1932,1932,0,,GB,NYG,,,,0.301904622,1658.34,1547.83,13,0
10/2/1932,1932,0,,DET,ARI,,,,0.32706705,1571.411,1521.626,7,7
10/2/1932,1932,0,,SIS,CHI,,,,0.59053842,1440.757,1563.849,0,0
10/2/1932,1932,0,,WSH,BKN,,,,0.578482716,1277.727,1442.263,0,14
10/9/1932,1932,0,,BKN,SIS,,,,0.405442273,1433.764,1449.257,6,7
10/9/1932,1932,0,,ARI,CHI,,,,0.46726814,1520.627,1564.847,0,0
10/9/1932,1932,0,,GB,DET,,,,0.294303517,1668.205,1561.546,15,10
10/9/1932,1932,0,,WSH,NYG,,,,0.76506785,1314.804,1510.753,14,6
10/16/1932,1932,0,,NYG,BKN,,,,0.306325539,1523.398,1421.119,20,12
10/16/1932,1932,0,,WSH,ARI,,,,0.692246369,1301.484,1533.947,0,9
10/16/1932,1932,0,,SIS,DET,,,,0.567637184,1451.32,1559.483,7,7
10/16/1932,1932,0,,CHI,GB,,,,0.554978406,1555.237,1677.816,0,2
10/20/1932,1932,0,,SIS,DET,,,,0.561798945,1433.446,1577.357,6,13
10/23/1932,1932,0,,CHI,SIS,,,,0.254404932,1569.515,1419.167,27,7
10/23/1932,1932,0,,GB,BKN,,,,0.135657381,1684.062,1414.872,13,0
10/23/1932,1932,0,,NYG,WSH,,,,0.160891506,1513.056,1311.827,0,0
10/30/1932,1932,0,,WSH,CHI,,,,0.751980177,1319.512,1561.83,7,7
10/30/1932,1932,0,,ARI,BKN,,,,0.257381912,1548.409,1400.41,27,7
10/30/1932,1932,0,,GB,SIS,,,,0.130218494,1691.527,1411.703,26,0
10/30/1932,1932,0,,NYG,DET,,,,0.498994059,1493.552,1596.861,0,6
11/6/1932,1932,0,,ARI,GB,,,,0.610563946,1530.373,1709.563,9,19
11/6/1932,1932,0,,BKN,DET,,,,0.680635271,1385.958,1611.314,7,17
11/6/1932,1932,0,,WSH,SIS,,,,0.539051298,1348.319,1382.895,19,6
11/6/1932,1932,0,,NYG,CHI,,,,0.504717281,1463.439,1591.943,8,28
11/13/1932,1932,0,,CHI,DET,,,,0.434709532,1589.952,1613.305,13,13
11/13/1932,1932,0,,WSH,GB,,,,0.846227962,1339.941,1717.941,0,21
11/13/1932,1932,0,,NYG,SIS,,,,0.301994408,1480.686,1365.648,27,7
11/13/1932,1932,0,,BKN,ARI,,,,0.612337738,1403.571,1512.76,3,0
11/20/1932,1932,0,,NYG,GB,,,,0.729399788,1511.485,1687.143,6,0
11/20/1932,1932,0,,DET,WSH,,,,0.124795655,1618.492,1334.754,10,0
11/20/1932,1932,0,,CHI,BKN,,,,0.190453621,1600.359,1393.163,20,0
11/20/1932,1932,0,,SIS,ARI,,,,0.616016619,1400.305,1478.102,21,7
11/24/1932,1932,0,,SIS,NYG,,,,0.566069738,1402.32,1509.47,13,13
11/24/1932,1932,0,,CHI,ARI,,,,0.25389644,1616.997,1461.465,34,0
11/24/1932,1932,0,,BKN,GB,,,,0.788867893,1385.21,1695.096,0,7
11/27/1932,1932,0,,DET,CHI,,,,0.405457537,1615.609,1619.881,7,7
11/27/1932,1932,0,,ARI,WSH,,,,0.24907023,1443.39,1352.829,6,8
11/27/1932,1932,0,,BKN,NYG,,,,0.584464497,1369.463,1525.217,7,13
11/27/1932,1932,0,,SIS,GB,,,,0.787711224,1390.992,1706.424,3,21
12/4/1932,1932,0,,CHI,NYG,,,,0.285141338,1630.227,1514.871,6,0
12/4/1932,1932,0,,BKN,WSH,,,,0.38463445,1342.884,1379.407,0,7
12/4/1932,1932,0,,DET,GB,,,,0.537082556,1648.17,1673.863,19,0
12/11/1932,1932,0,,CHI,GB,,,,0.469293424,1651.631,1652.459,9,0
12/18/1932,1932,0,,CHI,DET,,,,0.402732337,1669.618,1630.183,9,0
9/17/1933,1933,0,,DET,RED,,,,0.115611983,1594.613,1293.842,21,0
9/17/1933,1933,0,,GB,WSH,,,,0.19434166,1593.984,1430.594,7,7
9/20/1933,1933,0,,PIT,NYG,,,,0.699262426,1282.569,1529.011,2,23
9/24/1933,1933,0,,DET,NYG,,,,0.320428009,1609.119,1514.505,17,7
9/24/1933,1933,0,,GB,CHI,,,,0.436676811,1570.075,1638.654,7,14
9/27/1933,1933,0,,PIT,ARI,,,,0.661460724,1292.251,1454.245,14,13
10/1/1933,1933,0,,GB,NYG,,,,0.333131246,1550.514,1534.067,7,10
10/1/1933,1933,0,,DET,ARI,,,,0.219994833,1611.892,1451.472,7,6
10/1/1933,1933,0,,CHI,WSH,,,,0.171951436,1645.015,1424.232,7,0
10/4/1933,1933,0,,PIT,WSH,,,,0.595216688,1270.469,1446.015,6,21
10/8/1933,1933,0,,BKN,CHI,,,,0.741535038,1385.48,1656.459,0,10
10/8/1933,1933,0,,GB,DET,,,,0.494787712,1579.069,1583.337,17,0
10/8/1933,1933,0,,WSH,NYG,,,,0.5331259,1453.484,1526.598,21,20
10/8/1933,1933,0,,RED,ARI,,,,0.630234079,1284.004,1461.31,0,3
10/11/1933,1933,0,,PIT,RED,,,,0.426472902,1293.039,1261.434,17,3
10/15/1933,1933,0,,CHI,ARI,,,,0.182793006,1660.991,1456.778,12,9
10/15/1933,1933,0,,WSH,DET,,,,0.5922619,1432.579,1604.241,0,13
10/15/1933,1933,0,,NYG,PHI,,,,0.157284517,1537.828,1288.77,56,0
10/15/1933,1933,0,,GB,PIT,,,,0.117047547,1586.884,1285.224,47,0
10/15/1933,1933,0,,BKN,RED,,,,0.251950549,1400.942,1245.972,27,0
10/18/1933,1933,0,,PHI,DET,,,,0.80873741,1277.581,1615.43,0,25
10/22/1933,1933,0,,WSH,ARI,,,,0.441551082,1453.369,1435.988,10,0
10/22/1933,1933,0,,RED,PIT,,,,0.463013336,1244.844,1286.352,0,0
10/22/1933,1933,0,,CHI,GB,,,,0.30986206,1669.071,1578.804,10,7
10/22/1933,1933,0,,NYG,BKN,,,,0.238276977,1549.648,1389.121,21,7
10/29/1933,1933,0,,BKN,ARI,,,,0.473928183,1408.67,1416.439,7,0
10/29/1933,1933,0,,WSH,PIT,,,,0.208235028,1433.921,1305.799,14,16
10/29/1933,1933,0,,GB,PHI,,,,0.108307296,1584.924,1271.461,35,9
10/29/1933,1933,0,,CHI,NYG,,,,0.256999204,1676.704,1542.016,14,10
11/5/1933,1933,0,,BKN,PIT,,,,0.275609989,1401.827,1312.643,3,3
11/5/1933,1933,0,,RED,PHI,,,,0.444986052,1222.86,1293.444,0,6
11/5/1933,1933,0,,ARI,GB,,,,0.644673647,1401.526,1599.838,6,14
11/5/1933,1933,0,,WSH,CHI,,,,0.735634585,1472.302,1638.323,10,0
11/5/1933,1933,0,,NYG,DET,,,,0.512106353,1556.269,1601.177,13,10
11/12/1933,1933,0,,NYG,WSH,,,,0.297857125,1567.871,1460.7,7,0
11/12/1933,1933,0,,DET,GB,,,,0.405674031,1617.555,1583.46,7,0
11/12/1933,1933,0,,PHI,CHI,,,,0.833565859,1303.618,1628.149,3,3
11/12/1933,1933,0,,PIT,BKN,,,,0.534747473,1280.462,1434.008,0,32
11/12/1933,1933,0,,ARI,RED,,,,0.19739526,1376.501,1247.884,9,12
11/19/1933,1933,0,,PHI,PIT,,,,0.375787571,1325.265,1258.814,25,6
11/19/1933,1933,0,,ARI,BKN,,,,0.489218378,1362.291,1448.219,0,3
11/19/1933,1933,0,,NYG,CHI,,,,0.493204914,1581.516,1614.504,3,0
11/19/1933,1933,0,,WSH,GB,,,,0.582365908,1492.267,1551.893,20,7
11/19/1933,1933,0,,RED,DET,,,,0.852434881,1275.318,1590.121,10,7
11/26/1933,1933,0,,BKN,WSH,,,,0.469884146,1473.428,1467.058,14,0
11/26/1933,1933,0,,NYG,GB,,,,0.367096368,1599.008,1534.402,17,6
11/26/1933,1933,0,,CHI,DET,,,,0.374132211,1624.472,1580.153,17,14
11/26/1933,1933,0,,PHI,RED,,,,0.3403605,1343.964,1256.62,20,3
11/30/1933,1933,0,,ARI,CHI,,,,0.75677243,1349.642,1637.121,6,22
11/30/1933,1933,0,,BKN,NYG,,,,0.586308727,1454.12,1618.316,0,10
12/3/1933,1933,0,,PHI,GB,,,,0.673064701,1329.13,1549.235,0,10
12/3/1933,1933,0,,NYG,PIT,,,,0.079905629,1622.628,1254.502,27,3
12/3/1933,1933,0,,DET,CHI,,,,0.488443082,1555.53,1661.744,7,17
12/3/1933,1933,0,,RED,BKN,,,,0.681946437,1291.42,1419.319,10,0
12/3/1933,1933,0,,ARI,WSH,,,,0.574865559,1351.925,1464.775,0,0
12/10/1933,1933,0,,PHI,NYG,,,,0.788405396,1321.67,1630.088,14,20
12/10/1933,1933,0,,CHI,GB,,,,0.264672271,1665.139,1545.84,7,6
12/17/1933,1933,0,c,CHI,NYG,,,,0.359867368,1672.702,1622.525,23,21
9/9/1934,1934,0,,PIT,RED,,,,0.442138816,1360.917,1339.698,13,0
9/16/1934,1934,0,,GB,PHI,,,,0.22540345,1543.067,1371.94,19,6
9/16/1934,1934,0,,PIT,WSH,,,,0.574654517,1343.638,1495.462,0,7
9/23/1934,1934,0,,GB,CHI,,,,0.512568028,1516.771,1643.097,10,24
9/23/1934,1934,0,,RED,ARI,,,,0.497484447,1316.538,1426.11,0,9
9/23/1934,1934,0,,DET,NYG,,,,0.470766085,1560.168,1561.869,9,0
9/26/1934,1934,0,,PIT,PHI,,,,0.447382865,1311.151,1404.427,0,17
9/30/1934,1934,0,,GB,NYG,,,,0.471390005,1542.073,1536.567,20,6
9/30/1934,1934,0,,BKN,WSH,,,,0.474955898,1463.048,1480.294,10,6
9/30/1934,1934,0,,DET,ARI,,,,0.24124426,1568.777,1417.5,6,0
9/30/1934,1934,0,,RED,CHI,,,,0.818416331,1306.981,1652.654,3,21
10/3/1934,1934,0,,PIT,NYG,,,,0.715740217,1305.329,1542.388,12,14
10/7/1934,1934,0,,PHI,PIT,,,,0.279967259,1387.331,1322.425,7,9
10/7/1934,1934,0,,WSH,NYG,,,,0.495818027,1466.297,1556.386,13,16
10/7/1934,1934,0,,BKN,CHI,,,,0.672009933,1446.236,1669.466,7,21
10/7/1934,1934,0,,RED,ARI,,,,0.565134859,1282.839,1441.642,0,16
10/7/1934,1934,0,,GB,DET,,,,0.445109742,1526.416,1584.435,0,3
10/10/1934,1934,0,,PIT,CHI,,,,0.835285307,1312.593,1679.298,0,28
10/14/1934,1934,0,,GB,RED,,,,0.144759125,1535.906,1273.349,41,0
10/14/1934,1934,0,,WSH,PIT,,,,0.221152729,1481.137,1297.752,39,0
10/14/1934,1934,0,,PHI,DET,,,,0.681451806,1372.92,1598.846,0,10
10/14/1934,1934,0,,ARI,CHI,,,,0.729855157,1426.39,1694.551,0,20
10/14/1934,1934,0,,NYG,BKN,,,,0.267323556,1569.796,1432.825,14,0
10/17/1934,1934,0,,DET,WSH,,,,0.258887746,1614.235,1465.749,24,0
10/21/1934,1934,0,,NYG,PIT,,,,0.125627948,1575.021,1292.528,17,7
10/21/1934,1934,0,,WSH,PHI,,,,0.287299355,1476.182,1362.487,6,0
10/21/1934,1934,0,,GB,ARI,,,,0.268038979,1549.677,1412.619,15,0
10/21/1934,1934,0,,DET,BKN,,,,0.194904693,1626.039,1421.021,28,0
10/21/1934,1934,0,,CHI,RED,,,,0.057388856,1697.893,1270.007,41,7
10/28/1934,1934,0,,NYG,PHI,,,,0.168315338,1583.661,1353.847,17,0
10/28/1934,1934,0,,CHI,GB,,,,0.226642076,1708.798,1538.772,27,14
10/28/1934,1934,0,,RED,DET,,,,0.842283144,1259.801,1636.245,0,38
10/28/1934,1934,0,,WSH,ARI,,,,0.322989248,1490.235,1398.566,9,0
10/28/1934,1934,0,,BKN,PIT,,,,0.247156572,1434.399,1279.149,21,3
11/4/1934,1934,0,,WSH,GB,,,,0.476325554,1464.931,1564.075,0,10
11/4/1934,1934,0,,DET,PIT,,,,0.080929837,1641.034,1274.361,40,7
11/4/1934,1934,0,,CHI,NYG,,,,0.250768736,1722.853,1569.606,27,7
11/6/1934,1934,0,,PHI,RED,,,,0.285867037,1376.104,1237.543,64,0
11/6/1934,1934,0,,BKN,ARI,,,,0.358831032,1392.857,1440.108,0,21
11/11/1934,1934,0,,WSH,CHI,,,,0.752231318,1450.849,1736.935,0,21
