schedule_date,schedule_season,schedule_week,team_home,team_away,stadium,team_favorite_id,spread_favorite,over_under_line,weather_temperature,weather_wind_mph,weather_humidity,score_home,score_away,schedule_playoff,elo1,elo2,elo_prob1,neutral,month,snow,rain,fog,spread_result,home_favorite,away_favorite,over_under,home_avg_pts_diff,away_avg_pts_diff,home_roll_pts_diff,away_roll_pts_diff,home_rest,away_rest,div_game,home_after_div,away_after_div
9/5/2019,2019,1,CHI,GB,Soldier Field,CHI,-3,46.5,68,7,69,,,0,1560.45369,1519.195907,0.640181642,0,9,0,0,0,,1,0,,8.058823529,-1.5,-1.5,-1.5,100,100,1,0,0
