date,schedule_season,schedule_week,neutral,playoff,spread_favorite,team_home,team_away,stadium,team_favorite_id,elo1_pre,elo1,elo2,elo_prob1,weather_temperature,elo1_post,weather_wind_mph,weather_humidity,month,snow,rain,fog,home_favorite,away_favorite,over_under,home_avg_pts_diff,away_avg_pts_diff,home_roll_pts_diff,away_roll_pts_diff,home_rest,away_rest,div_game,home_after_div,away_after_div,elo2_post,qbelo1_pre,qbelo2_pre,qb1,qb2,qb1_value_pre,qb2_value_pre,qb1_adj,qb2_adj,qbelo_prob1,qbelo_prob2,qb1_game_value,qb2_game_value,qb1_value_post,qb2_value_post,qbelo1_post,qbelo2_post,score1,score2
9/5/2019,2019,1,0,0,-3,CHI,GB,Soldier Field,CHI,1588.897931,1455.13137,0.758448519,0.241551481,68,1554.222031,7,69,9,0,0,0,1,0,,8.058823529,-1.5,-1.5,-1.5,100,100,1,0,0,1489.807271,1560.45369,1519.195907,Mitchell Trubisky,Aaron Rodgers,174.9582689,191.5021665,5.972961817,2.878459529,0.640181642,0.359818358,-36.62708336,74.72930727,153.7997337,179.8248805,1532.560287,1547.08931,3,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
